STATUS,TITLE,DEPARTMENT,FUNCTION,DIVISION,UNION_STATUS,EMPLOYMENT_CATEGORY,AGE,GENERATION,GENDER,ETHNIC_ORIGIN,LAST_PERFORMANCE_RATING,LAST_POTENTIAL_RATING,EMPLOYEE_PAY_FREQUENCY,EXEMPTTF,EMPLOYEE_PAY_BASIS,MANAGER_ID
Active,Merchandiser,Sales-Central,Sales,Sales,Union,Regular Employee FT,24,Generation Y,Male,W,No Rating,No Rating,Weekly,F,Hourly,S3718
Active,Merchandiser,Sales-East,Sales,Sales,Union,Regular Employee FT,65,Boomer,Male,H,No Rating,No Rating,Weekly,F,Hourly,S3670
Active,Mechanic,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,37,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1481
Active,Merchandiser,Sales-Central,Sales,Sales,Union,Regular Employee FT,41,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2117
Active,Labor,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,37,Generation X,Male,B,No Rating,No Rating,Bi-Weekly,F,Hourly,S2689
Active,Supervisor,Operations-West,Operations,Product,Non-Union,Regular Employee FT,54,Boomer,Male,W,Successfully Meets Expectations,Not assigned,Monthly,T,Salary,S5078
Active,Operator,Support,Support,Product,Non-Union,Regular Employee FT,29,Generation Y,Male,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1954
Active,Mechanic,Support,Support,Product,Non-Union,Regular Employee FT,34,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Weekly,F,Hourly,S2270
Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,33,Generation X,Male,B,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2232
Active,Mechanic,Support,Support,Product,Union,Regular Employee FT,46,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1010
Active,Supervisor,Operations-East,Operations,Product,Non-Union,Regular Employee FT,41,Generation X,Male,W,Meets & Exceeds,Top Talent,Monthly,T,Salary,S3176
Active,Team Lead,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,32,Generation X,Male,W,No Rating,No Rating,Weekly,F,Hourly,S3895
Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,30,Generation Y,Male,W,Meets & Exceeds,Not assigned,Weekly,F,Hourly,S3497
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,30,Generation Y,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S169
Active,Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,55,Boomer,Female,W,Meets & Exceeds,Strong Contributor,Semi-Mont,T,Salary,S4185
Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,46,Generation X,Male,B,Developing/Meets Some,Not assigned,Bi-Weekly,F,Daily,S278
Active,Sales Representative,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,39,Generation X,Female,B,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2744
Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee PT,25,Generation Y,Male,B,No Rating,No Rating,Bi-Weekly,F,Hourly,S2881
Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,50,Boomer,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2509
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,55,Boomer,Male,B,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S70
Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,59,Boomer,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1094
Active,Planner,Support,Support,Product,Non-Union,Regular Employee FT,44,Generation X,Male,B,Successfully Meets Expectations,Not assigned,Semi-Mont,T,Salary,S4197
Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,37,Generation X,Male,B,No Rating,No Rating,Weekly,F,Daily,S819
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,27,Generation Y,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S269
Active,Mechanic,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,54,Boomer,Male,W,No Rating,No Rating,Weekly,F,Hourly,S3576
Terminated,Account Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,25,Generation Y,Female,W,No Rating,No Rating,Monthly,T,Salary,S4833
Active,Driver,Operations-East,Operations,Product,Union,Regular Employee FT,40,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Daily,S311
Active,Mechanic,Factory-West,Manufacturing,Product,Non-Union,Regular Employee FT,54,Boomer,Male,W,Meets & Exceeds,Not assigned,Bi-Weekly,F,Hourly,S1300
Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,30,Generation Y,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1279
Active,Operator,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,26,Generation Y,Male,H,No Rating,No Rating,Bi-Weekly,F,Hourly,S1508
Active,Merchandiser,Sales-West,Sales,Sales,Union,Regular Employee FT,34,Generation X,Male,H,No Rating,No Rating,Weekly,F,Hourly,S3771
Active,Accountant,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,35,Generation X,Female,U,Successfully Meets Expectations,Not assigned,Semi-Mont,T,Salary,S4378
Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee PT,36,Generation X,Male,H,No Rating,No Rating,Bi-Weekly,F,Hourly,S2753
Active,Director,Support,Support,Product,Non-Union,Regular Employee FT,61,Boomer,Male,W,Successfully Meets Expectations,Emerging Talent,Semi-Mont,T,Salary,S4189
Active,Mechanic,Support,Support,Product,Union,Regular Employee FT,47,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2093
Active,Administrator,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,59,Boomer,Female,W,Developing/Meets Some,Not assigned,Bi-Weekly,F,Hourly,S1934
Active,Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,38,Generation X,Male,W,Meets & Exceeds,Not assigned,Bi-Weekly,F,Hourly,S662
Active,Forklift Driver,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,47,Generation X,Male,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1157
Active,Account Manager,Sales-East,Sales,Sales,Union,Regular Employee FT,40,Generation X,Male,W,No Rating,No Rating,Weekly,F,Daily,S875
Terminated,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee PT,22,Generation Y,Male,X,Does Not Meet,Not assigned,Bi-Weekly,F,Hourly,S2038
Active,Operator,Factory-West,Manufacturing,Product,Union,Regular Employee FT,28,Generation Y,Male,B,No Rating,No Rating,Weekly,F,Hourly,S3948
Active,Technician,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,30,Generation Y,Female,W,No Rating,No Rating,Weekly,F,Hourly,S3979
Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,42,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1189
Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,32,Generation X,Female,W,Developing/Meets Some,Not assigned,Bi-Weekly,F,Hourly,S2976
Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,34,Generation X,Male,B,Meets & Exceeds,Not assigned,Bi-Weekly,F,Daily,S355
Terminated,Account Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,29,Generation Y,Male,B,No Rating,No Rating,Monthly,T,Salary,S5022
Active,Planner,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,42,Generation X,Female,B,No Rating,No Rating,Bi-Weekly,F,Hourly,S1692
Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,22,Generation Y,Male,B,No Rating,No Rating,Bi-Weekly,F,Hourly,S2547
Active,Sales Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,61,Boomer,Male,W,Successfully Meets Expectations,Not assigned,Monthly,T,Salary,S5118
Active,Operator,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,39,Generation X,Male,B,No Rating,No Rating,Weekly,F,Hourly,S3361
Active,Supervisor,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,45,Generation X,Female,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,T,Salary,S4774
Active,Planner,Support,Support,Product,Non-Union,Regular Employee FT,49,Boomer,Male,W,Successfully Meets Expectations,Not assigned,Monthly,T,Salary,S4933
Active,Project Manager,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,41,Generation X,Male,W,No Rating,No Rating,Semi-Mont,T,Salary,S4433
Active,Sales Manager,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,37,Generation X,Male,B,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2087
Active,Merchandiser,Sales-Central,Sales,Sales,Union,Regular Employee FT,29,Generation Y,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2184
Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,54,Boomer,Male,B,No Rating,No Rating,Bi-Weekly,F,Hourly,S1737
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,42,Generation X,Male,H,Meets & Exceeds,Not assigned,Bi-Weekly,F,Daily,S480
Terminated,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,30,Generation X,Male,W,Developing/Meets Some,Not assigned,Bi-Weekly,F,Daily,S486
Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,55,Boomer,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2521
Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,32,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1227
Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,32,Generation X,Male,W,No Rating,No Rating,Weekly,F,Hourly,S3629
Active,Labor,Factory-East,Manufacturing,Product,Union,Regular Employee FT,51,Boomer,Male,H,No Rating,No Rating,Weekly,F,Hourly,S3545
Active,Operator,Factory-West,Manufacturing,Product,Non-Union,Regular Employee FT,54,Boomer,Male,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1063
Active,Laborer,Operations-East,Operations,Product,Non-Union,Regular Employee FT,51,Boomer,Female,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1326
Active,Mechanic,Support,Support,Product,Union,Regular Employee FT,26,Generation Y,Male,H,No Rating,No Rating,Weekly,F,Hourly,S3341
Terminated,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee PT,31,Generation X,Male,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S455
Active,Account Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,57,Boomer,Male,W,Successfully Meets Expectations,Not assigned,Monthly,T,Salary,S4894
Active,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,50,Boomer,Male,W,Successfully Meets Expectations,Not assigned,Weekly,F,Hourly,S3540
Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,36,Generation X,Male,W,Successfully Meets Expectations,Emerging Talent,Bi-Weekly,F,Daily,S482
Active,Account Executive,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,43,Generation X,Male,W,Exceeds,Not assigned,Bi-Weekly,F,Daily,S343
Active,Merchandiser,Sales-West,Sales,Sales,Union,Regular Employee FT,26,Generation Y,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2383
Active,Clerk,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,34,Generation X,Female,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2828
Active,Supervisor,Operations-West,Operations,Product,Non-Union,Regular Employee FT,51,Boomer,Male,W,Developing/Meets Some,Not assigned,Monthly,T,Salary,S5170
Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,27,Generation Y,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S196
Terminated,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee PT,50,Boomer,Female,B,No Rating,No Rating,Bi-Weekly,F,Hourly,S2036
Active,Driver,Operations-East,Operations,Product,Union,Regular Employee FT,35,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S46
Terminated,Specialist,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,34,Generation X,Female,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2959
Active,Forklift Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,57,Boomer,Male,W,Developing/Meets Some,Not assigned,Bi-Weekly,F,Hourly,S2081
Active,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,32,Generation X,Male,X,Successfully Meets Expectations,Not assigned,Weekly,F,Hourly,S3717
Terminated,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,39,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Weekly,F,Hourly,S3587
Active,Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,31,Generation Y,Male,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S392
Active,Sales Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,55,Boomer,Male,W,Meets & Exceeds,Mastery,Monthly,T,Salary,S5046
Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,43,Generation X,Male,W,No Rating,No Rating,Weekly,F,Hourly,S3572
Active,Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Male,W,Meets & Exceeds,Not assigned,Bi-Weekly,F,Hourly,S743
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,46,Generation X,Male,B,Developing/Meets Some,Not assigned,Bi-Weekly,F,Daily,S679
Terminated,Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,38,Generation X,Male,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S383
Active,Sales Manager,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,58,Boomer,Male,W,Successfully Meets Expectations,Strong Contributor,Monthly,T,Salary,S4555
Active,Technician,Customer Service,Customer Care,Customer Care,Union,Regular Employee FT,56,Boomer,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1192
Active,Mechanic,Support,Support,Product,Non-Union,Regular Employee FT,31,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Weekly,F,Hourly,S1013
Active,Sales Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,54,Boomer,Female,W,No Rating,No Rating,Bi-Weekly,T,Salary,S4650
Active,Supervisor,Operations-West,Operations,Product,Non-Union,Regular Employee FT,55,Boomer,Male,W,Meets & Exceeds,Rising Star,Monthly,T,Salary,S5052
Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,31,Generation X,Male,H,No Rating,No Rating,Bi-Weekly,F,Daily,S154
Terminated,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,35,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2388
Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,36,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1577
Active,Clerk,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,34,Generation X,Male,W,Developing/Meets Some,Not assigned,Bi-Weekly,F,Hourly,S2688
Active,Technician,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,58,Boomer,Male,X,Successfully Meets Expectations,Not assigned,Weekly,F,Hourly,S3913
Terminated,Operator,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,40,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1451
Active,Sales Manager,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,39,Generation X,Male,A,Successfully Meets Expectations,Not assigned,Bi-Weekly,T,Salary,S4676
Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,34,Generation X,Male,H,No Rating,No Rating,Weekly,F,Hourly,S3548
Active,Merchandiser,Sales-East,Sales,Sales,Union,Regular Employee FT,40,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Daily,S411
Active,Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,33,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Daily,S201
Terminated,Sales Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,34,Generation X,Female,B,No Rating,No Rating,Monthly,T,Salary,S5555
Active,Laborer,Operations-East,Operations,Product,Union,Regular Employee FT,40,Generation X,Male,W,No Rating,No Rating,Weekly,F,Hourly,S1383
Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,38,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S3304
Active,Laborer,Operations-East,Operations,Product,Union,Regular Employee FT,39,Generation X,Male,B,No Rating,No Rating,Bi-Weekly,F,Hourly,S2401
Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,39,Generation X,Male,B,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S544
Active,Mechanic,Customer Service,Customer Care,Customer Care,Union,Regular Employee FT,29,Generation Y,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1076
Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee PT,35,Generation X,Male,B,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1204
Active,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,40,Generation X,Female,W,Meets & Exceeds,Not assigned,Bi-Weekly,F,Hourly,S2438
Active,Forklift Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,34,Generation X,Male,H,Too New,Not assigned,Bi-Weekly,F,Hourly,S1061
Active,Administrator,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,41,Generation X,Female,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2179
Active,Manager,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,38,Generation X,Male,W,Successfully Meets Expectations,Strong Contributor,Monthly,T,Salary,S4431
Active,Account Manager,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,39,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Monthly,T,Salary,S5201
Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee PT,19,Generation Y,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2445
Active,Labor,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,59,Boomer,Female,W,No Rating,No Rating,Weekly,F,Hourly,S3996
Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,44,Generation X,Female,B,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1338
Active,Account Manager,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,54,Boomer,Male,W,Meets & Exceeds,Not assigned,Monthly,T,Salary,S5066
Terminated,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,43,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2663
